Record_ID,NCBI_GeneID,Gene_Symbol,Chromosome,Gene_Type,Sample_ID,Tissue,Condition,Expression_Level,Expression_Log2,Fold_Change,Significance_PValue,Expression_Category
756,12,SERPINA3,,NCBI-derived gene type,S0756,Muscle,Treatment,986.72,9.946,2.919,0.1095695,High
757,13,AADAC,,NCBI-derived gene type,S0757,Blood,Treatment,758.82,9.568,0.779,0.0003215,High
758,14,AAMP,,NCBI-derived gene type,S0758,Colon,Treatment,931.13,9.863,0.983,0.0002997,High
759,15,AANAT,,NCBI-derived gene type,S0759,Breast,Treatment,3281.59,11.68,3.401,0.0002343,High
760,16,AARS,,NCBI-derived gene type,S0760,Skin,Treatment,1321.0,10.367,1.897,0.005089,High
761,17,AAVS1,,NCBI-derived gene type,S0761,Brain,Control,246.21,7.944,0.913,0.0687898,Medium
762,18,ABAT,,NCBI-derived gene type,S0762,Liver,Control,395.97,8.629,0.73,0.0044678,Medium
763,19,ABCA1,,NCBI-derived gene type,S0763,Heart,Control,594.27,9.215,1.032,0.0159974,High
764,20,ABCA2,,NCBI-derived gene type,S0764,Lung,Control,552.35,9.109,1.317,0.0014778,High
765,21,ABCA3,,NCBI-derived gene type,S0765,Kidney,Control,709.83,9.471,0.957,0.000234,High
766,22,ABCB7,,NCBI-derived gene type,S0766,Muscle,Control,694.37,9.44,1.223,0.0549019,High
767,23,ABCF1,,NCBI-derived gene type,S0767,Blood,Control,412.1,8.687,1.0,0.0094772,Medium
768,24,ABCA4,,NCBI-derived gene type,S0768,Colon,Control,245.81,7.941,1.111,0.0229938,Medium
769,25,ABL1,,NCBI-derived gene type,S0769,Breast,Control,790.13,9.626,0.702,0.4532031,High
770,26,AOC1,,NCBI-derived gene type,S0770,Skin,Control,481.84,8.912,0.931,0.0024048,Medium
771,27,ABL2,,NCBI-derived gene type,S0771,Brain,Treatment,2328.57,11.185,2.529,0.0035903,High
772,28,ABO,,NCBI-derived gene type,S0772,Liver,Treatment,1173.81,10.197,1.483,0.1617548,High
773,29,ABR,,NCBI-derived gene type,S0773,Heart,Treatment,1272.71,10.314,2.36,2.51e-05,High
774,30,ACAA1,,NCBI-derived gene type,S0774,Lung,Treatment,1864.78,10.865,2.421,0.0004662,High
775,31,ACACA,,NCBI-derived gene type,S0775,Kidney,Treatment,317.59,8.311,0.49,0.4197189,Medium
776,32,ACACB,,NCBI-derived gene type,S0776,Muscle,Treatment,1092.51,10.093,1.609,0.0344833,High
777,33,ACADL,,NCBI-derived gene type,S0777,Blood,Treatment,1647.74,10.686,1.706,1.12e-05,High
778,34,ACADM,,NCBI-derived gene type,S0778,Colon,Treatment,514.03,9.006,1.959,0.0027438,High
779,35,ACADS,,NCBI-derived gene type,S0779,Breast,Treatment,1259.61,10.299,2.162,0.001245,High
780,36,ACADSB,,NCBI-derived gene type,S0780,Skin,Treatment,1096.95,10.099,2.783,0.0058395,High
781,37,ACADVL,,NCBI-derived gene type,S0781,Brain,Control,502.96,8.974,0.891,1.3e-05,High
782,38,ACAT1,,NCBI-derived gene type,S0782,Liver,Control,109.03,6.769,0.941,0.3312234,Medium
783,39,ACAT2,,NCBI-derived gene type,S0783,Heart,Control,120.49,6.913,1.308,4.63e-05,Medium
784,40,ASIC2,,NCBI-derived gene type,S0784,Lung,Control,315.33,8.301,0.969,9.38e-05,Medium
785,41,ASIC1,,NCBI-derived gene type,S0785,Kidney,Control,485.51,8.923,0.983,0.0011465,Medium
786,43,ACHE,,NCBI-derived gene type,S0786,Muscle,Control,698.28,9.448,0.873,0.0002578,High
787,46,ACLS,,NCBI-derived gene type,S0787,Blood,Control,811.14,9.664,0.731,0.0979819,High
788,47,ACLY,,NCBI-derived gene type,S0788,Colon,Control,649.73,9.344,1.124,5.92e-05,High
789,48,ACO1,,NCBI-derived gene type,S0789,Breast,Control,983.98,9.942,0.821,6.61e-05,High
790,49,ACR,,NCBI-derived gene type,S0790,Skin,Control,164.34,7.36,1.042,0.3197233,Medium
791,50,ACO2,,NCBI-derived gene type,S0791,Brain,Treatment,383.22,8.582,1.626,7.36e-05,Medium
792,51,ACOX1,,NCBI-derived gene type,S0792,Liver,Treatment,1099.08,10.102,1.711,1.37e-05,High
793,52,ACP1,,NCBI-derived gene type,S0793,Heart,Treatment,598.52,9.225,0.972,0.0060723,High
794,53,ACP2,,NCBI-derived gene type,S0794,Lung,Treatment,1007.13,9.976,2.57,9.27e-05,High
795,54,ACP5,,NCBI-derived gene type,S0795,Kidney,Treatment,2183.45,11.092,2.897,1.97e-05,High
796,55,ACPP,,NCBI-derived gene type,S0796,Muscle,Treatment,329.01,8.362,3.097,7.56e-05,Medium
797,56,ACRV1,,NCBI-derived gene type,S0797,Blood,Treatment,589.97,9.204,1.791,0.000171,High
798,58,ACTA1,,NCBI-derived gene type,S0798,Colon,Treatment,1737.27,10.763,2.012,0.0100881,High
799,59,ACTA2,,NCBI-derived gene type,S0799,Breast,Treatment,1363.07,10.413,2.276,0.0057401,High
800,60,ACTB,,NCBI-derived gene type,S0800,Skin,Treatment,1058.25,10.047,3.013,0.0079727,High
801,62,ACTBP2,,NCBI-derived gene type,S0801,Brain,Control,814.67,9.67,1.144,0.00025,High
802,63,ACTBP3,,NCBI-derived gene type,S0802,Liver,Control,616.41,9.268,0.709,4.26e-05,High
803,64,ACTBP4,,NCBI-derived gene type,S0803,Heart,Control,122.27,6.934,0.864,7.25e-05,Medium
804,66,ACTBP6,,NCBI-derived gene type,S0804,Lung,Control,694.97,9.441,1.008,0.0009241,High
805,67,ACTBP7,,NCBI-derived gene type,S0805,Kidney,Control,142.18,7.152,0.919,7.47e-05,Medium
806,68,ACTBP8,,NCBI-derived gene type,S0806,Muscle,Control,637.32,9.316,1.135,0.0107826,High
807,69,ACTBP9,,NCBI-derived gene type,S0807,Blood,Control,999.9,9.966,1.038,0.0020013,High
808,70,ACTC1,,NCBI-derived gene type,S0808,Colon,Control,144.6,7.176,0.87,0.0013174,Medium
809,71,ACTG1,,NCBI-derived gene type,S0809,Breast,Control,58.34,5.866,0.901,1.11e-05,Low
810,72,ACTG2,,NCBI-derived gene type,S0810,Skin,Control,140.85,7.138,1.221,0.3388416,Medium
811,73,ACTG1P1,,NCBI-derived gene type,S0811,Brain,Treatment,969.68,9.921,1.909,0.0165224,High
812,74,ACTG1P2,,NCBI-derived gene type,S0812,Liver,Treatment,1253.84,10.292,2.996,0.001981,High
813,75,ACTG1P3,,NCBI-derived gene type,S0813,Heart,Treatment,39.02,5.286,0.447,0.0377543,Low
814,78,ACTG1P6,,NCBI-derived gene type,S0814,Lung,Treatment,359.42,8.49,1.216,0.0033633,Medium
815,79,ACTG1P7,,NCBI-derived gene type,S0815,Kidney,Treatment,308.64,8.27,1.791,0.0308913,Medium
816,80,ACTG1P8,,NCBI-derived gene type,S0816,Muscle,Treatment,1596.8,10.641,2.082,3.4e-05,High
817,81,ACTN4,,NCBI-derived gene type,S0817,Blood,Treatment,331.18,8.371,2.792,0.0740337,Medium
818,86,ACTL6A,,NCBI-derived gene type,S0818,Colon,Treatment,1088.33,10.088,2.941,1.57e-05,High
819,87,ACTN1,,NCBI-derived gene type,S0819,Breast,Treatment,1491.93,10.543,2.071,0.4486895,High
820,88,ACTN2,,NCBI-derived gene type,S0820,Skin,Treatment,316.94,8.308,2.965,0.0339879,Medium
821,89,ACTN3,,NCBI-derived gene type,S0821,Brain,Control,301.22,8.235,1.35,0.0012994,Medium
822,90,ACVR1,,NCBI-derived gene type,S0822,Liver,Control,351.83,8.459,1.222,0.0011578,Medium
823,91,ACVR1B,,NCBI-derived gene type,S0823,Heart,Control,993.99,9.957,1.193,0.0001299,High
824,92,ACVR2A,,NCBI-derived gene type,S0824,Lung,Control,811.65,9.665,1.062,0.0004446,High
825,93,ACVR2B,,NCBI-derived gene type,S0825,Kidney,Control,712.2,9.476,1.093,6.03e-05,High
826,94,ACVRL1,,NCBI-derived gene type,S0826,Muscle,Control,143.54,7.165,0.795,9.39e-05,Medium
827,95,ACY1,,NCBI-derived gene type,S0827,Blood,Control,64.06,6.001,0.896,0.0002095,Low
828,97,ACYP1,,NCBI-derived gene type,S0828,Colon,Control,541.07,9.08,0.877,0.0203729,High
829,98,ACYP2,,NCBI-derived gene type,S0829,Breast,Control,292.89,8.194,0.837,0.107815,Medium
830,100,ADA,,NCBI-derived gene type,S0830,Skin,Control,985.56,9.945,1.126,2.8e-05,High
831,101,ADAM8,,NCBI-derived gene type,S0831,Brain,Treatment,2720.29,11.41,2.825,0.2080717,High
832,102,ADAM10,,NCBI-derived gene type,S0832,Liver,Treatment,3058.16,11.578,3.081,3.95e-05,High
833,103,ADAR,,NCBI-derived gene type,S0833,Heart,Treatment,985.05,9.944,1.136,0.0220575,High
834,104,ADARB1,,NCBI-derived gene type,S0834,Lung,Treatment,2279.56,11.155,2.749,0.0150766,High
835,105,ADARB2,,NCBI-derived gene type,S0835,Kidney,Treatment,1067.12,10.06,2.169,0.0001832,High
836,106,ADCP1,,NCBI-derived gene type,S0836,Muscle,Treatment,739.94,9.531,1.774,0.0095072,High
837,107,ADCY1,,NCBI-derived gene type,S0837,Blood,Treatment,566.52,9.146,0.643,0.0026508,High
838,108,ADCY2,,NCBI-derived gene type,S0838,Colon,Treatment,929.9,9.861,3.299,0.0005428,High
839,109,ADCY3,,NCBI-derived gene type,S0839,Breast,Treatment,1312.61,10.358,1.381,1.03e-05,High
840,111,ADCY5,,NCBI-derived gene type,S0840,Skin,Treatment,2060.72,11.009,2.658,0.0272509,High
841,112,ADCY6,,NCBI-derived gene type,S0841,Brain,Control,461.16,8.849,1.115,0.0004827,Medium
842,113,ADCY7,,NCBI-derived gene type,S0842,Liver,Control,68.01,6.088,1.024,0.0001056,Low
843,114,ADCY8,,NCBI-derived gene type,S0843,Heart,Control,432.49,8.757,0.798,0.0001829,Medium
844,115,ADCY9,,NCBI-derived gene type,S0844,Lung,Control,829.2,9.696,0.886,0.0052034,High
845,116,ADCYAP1,,NCBI-derived gene type,S0845,Kidney,Control,568.31,9.151,0.99,0.0004126,High
846,117,ADCYAP1R1,,NCBI-derived gene type,S0846,Muscle,Control,684.14,9.418,0.684,2.94e-05,High
847,118,ADD1,,NCBI-derived gene type,S0847,Blood,Control,784.97,9.616,0.972,3.84e-05,High
848,119,ADD2,,NCBI-derived gene type,S0848,Colon,Control,858.36,9.745,0.959,1.01e-05,High
849,120,ADD3,,NCBI-derived gene type,S0849,Breast,Control,958.24,9.904,0.792,0.0172338,High
850,122,ADFN,,NCBI-derived gene type,S0850,Skin,Control,136.25,7.09,1.105,5.59e-05,Medium
851,123,PLIN2,,NCBI-derived gene type,S0851,Brain,Treatment,1131.95,10.145,1.213,0.0119279,High
852,124,ADH1A,,NCBI-derived gene type,S0852,Liver,Treatment,386.62,8.595,1.521,0.1769544,Medium
853,125,ADH1B,,NCBI-derived gene type,S0853,Heart,Treatment,271.26,8.084,1.598,0.0002728,Medium
854,126,ADH1C,,NCBI-derived gene type,S0854,Lung,Treatment,762.31,9.574,1.088,0.0120443,High
855,127,ADH4,,NCBI-derived gene type,S0855,Kidney,Treatment,249.23,7.961,0.353,0.0017418,Medium
856,128,ADH5,,NCBI-derived gene type,S0856,Muscle,Treatment,145.6,7.186,1.063,0.0157007,Medium
857,1,A1BG,,NCBI-derived gene type,S0857,Blood,Treatment,36.19,5.177,2.541,0.0692488,Low
858,2,A2M,,NCBI-derived gene type,S0858,Colon,Treatment,1660.49,10.697,1.68,4.18e-05,High
859,3,A2MP1,,NCBI-derived gene type,S0859,Breast,Treatment,117.49,6.876,1.557,0.0272012,Medium
860,9,NAT1,,NCBI-derived gene type,S0860,Skin,Treatment,142.95,7.159,1.337,0.1382446,Medium
861,10,NAT2,,NCBI-derived gene type,S0861,Brain,Control,141.44,7.144,1.191,0.034661,Medium
862,11,NATP,,NCBI-derived gene type,S0862,Liver,Control,137.48,7.103,1.345,4.69e-05,Medium
863,12,SERPINA3,,NCBI-derived gene type,S0863,Heart,Control,532.86,9.058,0.656,0.0113526,High
864,13,AADAC,,NCBI-derived gene type,S0864,Lung,Control,442.9,8.791,1.156,0.0089532,Medium
865,14,AAMP,,NCBI-derived gene type,S0865,Kidney,Control,155.62,7.282,0.938,0.0168601,Medium
866,15,AANAT,,NCBI-derived gene type,S0866,Muscle,Control,860.66,9.749,0.711,2.97e-05,High
867,16,AARS,,NCBI-derived gene type,S0867,Blood,Control,753.68,9.558,1.063,0.0006382,High
868,17,AAVS1,,NCBI-derived gene type,S0868,Colon,Control,963.43,9.912,0.87,4.54e-05,High
869,18,ABAT,,NCBI-derived gene type,S0869,Breast,Control,280.58,8.132,0.709,0.0039899,Medium
870,19,ABCA1,,NCBI-derived gene type,S0870,Skin,Control,602.01,9.234,1.075,0.0458308,High
871,20,ABCA2,,NCBI-derived gene type,S0871,Brain,Treatment,2090.51,11.03,3.021,0.012431,High
872,21,ABCA3,,NCBI-derived gene type,S0872,Liver,Treatment,604.46,9.239,1.981,0.0024817,High
873,22,ABCB7,,NCBI-derived gene type,S0873,Heart,Treatment,959.57,9.906,1.281,1.8e-05,High
874,23,ABCF1,,NCBI-derived gene type,S0874,Lung,Treatment,3016.2,11.559,3.357,0.0021182,High
875,24,ABCA4,,NCBI-derived gene type,S0875,Kidney,Treatment,225.42,7.816,1.924,0.0061869,Medium
876,25,ABL1,,NCBI-derived gene type,S0876,Muscle,Treatment,1819.98,10.83,3.43,0.4348584,High
877,26,AOC1,,NCBI-derived gene type,S0877,Blood,Treatment,715.4,9.483,0.766,0.1111286,High
878,27,ABL2,,NCBI-derived gene type,S0878,Colon,Treatment,856.41,9.742,1.501,0.0162117,High
879,28,ABO,,NCBI-derived gene type,S0879,Breast,Treatment,2564.09,11.324,3.357,0.0417566,High
880,29,ABR,,NCBI-derived gene type,S0880,Skin,Treatment,12.16,3.604,0.563,0.0001707,Low
881,30,ACAA1,,NCBI-derived gene type,S0881,Brain,Control,44.63,5.48,0.692,0.0512464,Low
882,31,ACACA,,NCBI-derived gene type,S0882,Liver,Control,509.08,8.992,1.09,0.0022643,High
883,32,ACACB,,NCBI-derived gene type,S0883,Heart,Control,418.35,8.709,1.141,2.44e-05,Medium
884,33,ACADL,,NCBI-derived gene type,S0884,Lung,Control,538.88,9.074,1.081,0.0002014,High
885,34,ACADM,,NCBI-derived gene type,S0885,Kidney,Control,313.36,8.292,1.008,9.02e-05,Medium
886,35,ACADS,,NCBI-derived gene type,S0886,Muscle,Control,809.02,9.66,1.025,0.0006862,High
887,36,ACADSB,,NCBI-derived gene type,S0887,Blood,Control,636.12,9.313,1.234,0.0158841,High
888,37,ACADVL,,NCBI-derived gene type,S0888,Colon,Control,70.78,6.145,1.139,0.0269652,Low
889,38,ACAT1,,NCBI-derived gene type,S0889,Breast,Control,847.24,9.727,0.691,2.54e-05,High
890,39,ACAT2,,NCBI-derived gene type,S0890,Skin,Control,437.31,8.773,0.967,0.0072696,Medium
891,40,ASIC2,,NCBI-derived gene type,S0891,Brain,Treatment,840.13,9.714,2.686,0.0302756,High
892,41,ASIC1,,NCBI-derived gene type,S0892,Liver,Treatment,319.51,8.32,2.58,0.0198175,Medium
893,43,ACHE,,NCBI-derived gene type,S0893,Heart,Treatment,563.18,9.137,3.352,0.0028716,High
894,46,ACLS,,NCBI-derived gene type,S0894,Lung,Treatment,2054.59,11.005,2.62,6.09e-05,High
895,47,ACLY,,NCBI-derived gene type,S0895,Kidney,Treatment,369.01,8.528,2.811,0.0001833,Medium
896,48,ACO1,,NCBI-derived gene type,S0896,Muscle,Treatment,2465.82,11.268,2.78,1.37e-05,High
897,49,ACR,,NCBI-derived gene type,S0897,Blood,Treatment,975.13,9.929,1.207,2e-05,High
898,50,ACO2,,NCBI-derived gene type,S0898,Colon,Treatment,1546.33,10.595,2.166,2.3e-05,High
899,51,ACOX1,,NCBI-derived gene type,S0899,Breast,Treatment,679.73,9.409,1.484,0.0022293,High
900,52,ACP1,,NCBI-derived gene type,S0900,Skin,Treatment,858.25,9.745,1.508,0.0001581,High
901,53,ACP2,,NCBI-derived gene type,S0901,Brain,Control,107.39,6.747,1.052,0.0249493,Medium
902,54,ACP5,,NCBI-derived gene type,S0902,Liver,Control,232.26,7.86,1.006,1.61e-05,Medium
903,55,ACPP,,NCBI-derived gene type,S0903,Heart,Control,863.61,9.754,0.821,0.0016493,High
904,56,ACRV1,,NCBI-derived gene type,S0904,Lung,Control,386.06,8.593,0.755,0.2379317,Medium
905,58,ACTA1,,NCBI-derived gene type,S0905,Kidney,Control,858.2,9.745,1.037,0.1974941,High
906,59,ACTA2,,NCBI-derived gene type,S0906,Muscle,Control,741.96,9.535,0.944,0.0003254,High
907,60,ACTB,,NCBI-derived gene type,S0907,Blood,Control,419.18,8.711,1.154,0.0001883,Medium
908,62,ACTBP2,,NCBI-derived gene type,S0908,Colon,Control,82.5,6.366,0.911,0.0022887,Low
909,63,ACTBP3,,NCBI-derived gene type,S0909,Breast,Control,902.43,9.818,0.776,0.0603099,High
910,64,ACTBP4,,NCBI-derived gene type,S0910,Skin,Control,981.51,9.939,1.318,2.11e-05,High
911,66,ACTBP6,,NCBI-derived gene type,S0911,Brain,Treatment,579.69,9.179,1.239,0.0934929,High
912,67,ACTBP7,,NCBI-derived gene type,S0912,Liver,Treatment,691.83,9.434,2.092,1.09e-05,High
913,68,ACTBP8,,NCBI-derived gene type,S0913,Heart,Treatment,435.12,8.765,2.126,0.0002681,Medium
914,69,ACTBP9,,NCBI-derived gene type,S0914,Lung,Treatment,1131.39,10.144,1.811,0.0060388,High
915,70,ACTC1,,NCBI-derived gene type,S0915,Kidney,Treatment,1380.44,10.431,2.784,8.29e-05,High
916,71,ACTG1,,NCBI-derived gene type,S0916,Muscle,Treatment,2473.55,11.272,2.746,0.0001419,High
917,72,ACTG2,,NCBI-derived gene type,S0917,Blood,Treatment,18.63,4.219,1.642,0.0001245,Low
918,73,ACTG1P1,,NCBI-derived gene type,S0918,Colon,Treatment,1047.21,10.032,2.995,0.1326886,High
919,74,ACTG1P2,,NCBI-derived gene type,S0919,Breast,Treatment,337.31,8.398,0.355,0.0122837,Medium
920,75,ACTG1P3,,NCBI-derived gene type,S0920,Skin,Treatment,2243.99,11.132,2.641,3.08e-05,High
921,78,ACTG1P6,,NCBI-derived gene type,S0921,Brain,Control,532.17,9.056,0.817,0.0020537,High
922,79,ACTG1P7,,NCBI-derived gene type,S0922,Liver,Control,64.6,6.013,1.348,0.0221191,Low
923,80,ACTG1P8,,NCBI-derived gene type,S0923,Heart,Control,97.56,6.608,1.295,0.1649116,Low
924,81,ACTN4,,NCBI-derived gene type,S0924,Lung,Control,522.16,9.028,1.141,0.0005633,High
925,86,ACTL6A,,NCBI-derived gene type,S0925,Kidney,Control,974.68,9.929,0.709,2.81e-05,High
926,87,ACTN1,,NCBI-derived gene type,S0926,Muscle,Control,137.85,7.107,1.224,2.25e-05,Medium
927,88,ACTN2,,NCBI-derived gene type,S0927,Blood,Control,569.98,9.155,0.954,0.3402717,High
928,89,ACTN3,,NCBI-derived gene type,S0928,Colon,Control,240.59,7.91,0.833,0.0003024,Medium
929,90,ACVR1,,NCBI-derived gene type,S0929,Breast,Control,801.81,9.647,1.141,0.0285863,High
930,91,ACVR1B,,NCBI-derived gene type,S0930,Skin,Control,321.47,8.329,0.84,2.24e-05,Medium
931,92,ACVR2A,,NCBI-derived gene type,S0931,Brain,Treatment,580.16,9.18,2.807,0.0055992,High
932,93,ACVR2B,,NCBI-derived gene type,S0932,Liver,Treatment,138.53,7.114,0.868,0.0015505,Medium
933,94,ACVRL1,,NCBI-derived gene type,S0933,Heart,Treatment,834.59,9.705,2.038,0.3418088,High
934,95,ACY1,,NCBI-derived gene type,S0934,Lung,Treatment,279.56,8.127,1.321,0.000176,Medium
935,97,ACYP1,,NCBI-derived gene type,S0935,Kidney,Treatment,105.23,6.717,0.846,0.0167671,Medium
936,98,ACYP2,,NCBI-derived gene type,S0936,Muscle,Treatment,2105.5,11.04,2.545,1.55e-05,High
937,100,ADA,,NCBI-derived gene type,S0937,Blood,Treatment,1156.84,10.176,1.383,2.68e-05,High
938,101,ADAM8,,NCBI-derived gene type,S0938,Colon,Treatment,370.56,8.534,1.471,0.0025898,Medium
939,102,ADAM10,,NCBI-derived gene type,S0939,Breast,Treatment,793.87,9.633,1.17,0.4530855,High
940,103,ADAR,,NCBI-derived gene type,S0940,Skin,Treatment,58.34,5.866,1.624,0.0013346,Low
941,104,ADARB1,,NCBI-derived gene type,S0941,Brain,Control,749.34,9.549,0.825,0.0014846,High
942,105,ADARB2,,NCBI-derived gene type,S0942,Liver,Control,804.88,9.653,0.748,1.14e-05,High
943,106,ADCP1,,NCBI-derived gene type,S0943,Heart,Control,831.22,9.699,1.338,4.11e-05,High
944,107,ADCY1,,NCBI-derived gene type,S0944,Lung,Control,824.56,9.687,0.911,0.0091706,High
945,108,ADCY2,,NCBI-derived gene type,S0945,Kidney,Control,646.46,9.336,1.058,0.0001646,High
946,109,ADCY3,,NCBI-derived gene type,S0946,Muscle,Control,813.68,9.668,0.665,2.01e-05,High
947,111,ADCY5,,NCBI-derived gene type,S0947,Blood,Control,902.98,9.819,0.96,4.03e-05,High
948,112,ADCY6,,NCBI-derived gene type,S0948,Colon,Control,905.55,9.823,1.231,0.0003616,High
949,113,ADCY7,,NCBI-derived gene type,S0949,Breast,Control,47.48,5.569,0.973,6.16e-05,Low
950,114,ADCY8,,NCBI-derived gene type,S0950,Skin,Control,576.01,9.17,1.225,0.0007186,High
951,115,ADCY9,,NCBI-derived gene type,S0951,Brain,Treatment,85.91,6.425,2.502,6.49e-05,Low
952,116,ADCYAP1,,NCBI-derived gene type,S0952,Liver,Treatment,205.42,7.682,0.94,0.0002067,Medium
953,117,ADCYAP1R1,,NCBI-derived gene type,S0953,Heart,Treatment,405.89,8.665,0.459,0.0081307,Medium
954,118,ADD1,,NCBI-derived gene type,S0954,Lung,Treatment,319.33,8.319,1.28,0.0008637,Medium
955,119,ADD2,,NCBI-derived gene type,S0955,Kidney,Treatment,299.74,8.228,0.542,0.0002065,Medium
956,120,ADD3,,NCBI-derived gene type,S0956,Muscle,Treatment,138.48,7.114,0.978,0.1438357,Medium
957,122,ADFN,,NCBI-derived gene type,S0957,Blood,Treatment,1234.3,10.269,2.337,0.0589101,High
958,123,PLIN2,,NCBI-derived gene type,S0958,Colon,Treatment,2758.99,11.43,3.467,0.0473156,High
959,124,ADH1A,,NCBI-derived gene type,S0959,Breast,Treatment,748.27,9.547,2.065,0.0018967,High
960,125,ADH1B,,NCBI-derived gene type,S0960,Skin,Treatment,1764.63,10.785,1.933,0.0006689,High
961,126,ADH1C,,NCBI-derived gene type,S0961,Brain,Control,183.92,7.523,0.873,0.000107,Medium
962,127,ADH4,,NCBI-derived gene type,S0962,Liver,Control,896.29,9.808,1.195,1.89e-05,High
963,128,ADH5,,NCBI-derived gene type,S0963,Heart,Control,991.57,9.954,1.021,0.0401937,High
964,1,A1BG,,NCBI-derived gene type,S0964,Lung,Control,999.61,9.965,1.332,2.96e-05,High
965,2,A2M,,NCBI-derived gene type,S0965,Kidney,Control,658.58,9.363,0.837,0.0686342,High
966,3,A2MP1,,NCBI-derived gene type,S0966,Muscle,Control,917.67,9.842,0.689,0.4819951,High
967,9,NAT1,,NCBI-derived gene type,S0967,Blood,Control,223.31,7.803,1.243,0.0559418,Medium
968,10,NAT2,,NCBI-derived gene type,S0968,Colon,Control,358.03,8.484,1.237,0.0938725,Medium
969,11,NATP,,NCBI-derived gene type,S0969,Breast,Control,180.22,7.494,1.065,0.0615443,Medium
970,12,SERPINA3,,NCBI-derived gene type,S0970,Skin,Control,699.14,9.449,1.29,1.36e-05,High
971,13,AADAC,,NCBI-derived gene type,S0971,Brain,Treatment,2341.23,11.193,3.335,0.0044561,High
972,14,AAMP,,NCBI-derived gene type,S0972,Liver,Treatment,533.04,9.058,0.943,0.4401789,High
973,15,AANAT,,NCBI-derived gene type,S0973,Heart,Treatment,1676.67,10.711,1.901,0.0002835,High
974,16,AARS,,NCBI-derived gene type,S0974,Lung,Treatment,312.71,8.289,0.634,0.000124,Medium
975,17,AAVS1,,NCBI-derived gene type,S0975,Kidney,Treatment,447.28,8.805,2.008,1.01e-05,Medium
976,18,ABAT,,NCBI-derived gene type,S0976,Muscle,Treatment,904.18,9.82,0.985,4.1e-05,High
977,19,ABCA1,,NCBI-derived gene type,S0977,Blood,Treatment,2330.45,11.186,3.244,0.0929256,High
978,20,ABCA2,,NCBI-derived gene type,S0978,Colon,Treatment,137.01,7.098,0.419,0.0057156,Medium
979,21,ABCA3,,NCBI-derived gene type,S0979,Breast,Treatment,2559.53,11.322,2.789,0.0951613,High
980,22,ABCB7,,NCBI-derived gene type,S0980,Skin,Treatment,2907.77,11.506,3.376,0.00057,High
981,23,ABCF1,,NCBI-derived gene type,S0981,Brain,Control,942.21,9.88,0.927,2.98e-05,High
982,24,ABCA4,,NCBI-derived gene type,S0982,Liver,Control,305.26,8.254,0.746,5.5e-05,Medium
983,25,ABL1,,NCBI-derived gene type,S0983,Heart,Control,948.95,9.89,1.204,0.327425,High
984,26,AOC1,,NCBI-derived gene type,S0984,Lung,Control,650.93,9.346,0.772,0.3573482,High
985,27,ABL2,,NCBI-derived gene type,S0985,Kidney,Control,695.09,9.441,1.3,0.0499875,High
986,28,ABO,,NCBI-derived gene type,S0986,Muscle,Control,227.12,7.827,1.062,6.67e-05,Medium
987,29,ABR,,NCBI-derived gene type,S0987,Blood,Control,310.29,8.277,1.132,3.97e-05,Medium
988,30,ACAA1,,NCBI-derived gene type,S0988,Colon,Control,730.19,9.512,1.314,0.2876612,High
989,31,ACACA,,NCBI-derived gene type,S0989,Breast,Control,394.64,8.624,1.346,0.3438464,Medium
990,32,ACACB,,NCBI-derived gene type,S0990,Skin,Control,37.22,5.218,1.072,0.2132454,Low
991,33,ACADL,,NCBI-derived gene type,S0991,Brain,Treatment,1012.03,9.983,1.046,0.0045508,High
992,34,ACADM,,NCBI-derived gene type,S0992,Liver,Treatment,743.07,9.537,0.793,0.0318503,High
993,35,ACADS,,NCBI-derived gene type,S0993,Heart,Treatment,832.9,9.702,3.444,6.15e-05,High
994,36,ACADSB,,NCBI-derived gene type,S0994,Lung,Treatment,557.66,9.123,0.629,0.0214852,High
995,37,ACADVL,,NCBI-derived gene type,S0995,Kidney,Treatment,2014.34,10.976,3.143,0.0012565,High
996,38,ACAT1,,NCBI-derived gene type,S0996,Muscle,Treatment,305.47,8.255,1.136,2.08e-05,Medium
997,39,ACAT2,,NCBI-derived gene type,S0997,Blood,Treatment,179.74,7.49,0.69,1.01e-05,Medium
998,40,ASIC2,,NCBI-derived gene type,S0998,Colon,Treatment,1033.84,10.014,2.658,0.358739,High
999,41,ASIC1,,NCBI-derived gene type,S0999,Breast,Treatment,1684.59,10.718,1.903,0.0006025,High
1000,43,ACHE,,NCBI-derived gene type,S1000,Skin,Treatment,367.08,8.52,0.669,0.0017931,Medium
